,from,mid,last,TA,S,predict,real
4244,685322,685324,685323,Default Transition,Default Rephrase,,Restating
4245,685327,685329,685328,Default Transition,Default Rephrase,,Restating
4246,685233,685244,685243,Default Transition,Default Inference,,Arguing
4247,685241,685245,685242,Default Transition,Default Inference,,Arguing
4248,685273,685274,685272,Default Transition,Default Inference,,Arguing
4249,685271,685276,685275,Default Transition,Default Rephrase,,Restating
4250,685182,685278,685277,Default Transition,Default Inference,,Arguing
4251,685280,685281,685279,Default Transition,Default Inference,,Arguing
4252,685216,685283,685282,Default Transition,Default Rephrase,,Restating
4253,685225,685285,685284,Default Transition,Default Inference,,Arguing
4254,685252,685287,685286,Default Transition,Default Inference,,Arguing
4255,685339,685340,685338,Default Transition,Default Rephrase,,Restating
4256,685372,685373,685371,Default Transition,Default Rephrase,,Restating
4257,685380,685381,685379,Default Transition,Default Rephrase,,Restating
4258,685366,685383,685382,Default Transition,Default Inference,,Arguing
4259,685399,685400,685398,Default Transition,Default Rephrase,,Restating
4260,685406,685407,685405,Default Transition,Default Rephrase,,Restating
4261,685355,685409,685408,Default Transition,Default Inference,,Arguing
4262,688950,688952,688951,Default Transition,Default Rephrase,,Restating
4263,688958,688960,688959,Default Transition,Default Inference,,Arguing
4264,688969,688981,688980,Default Transition,Default Inference,,Arguing
4265,688988,688989,688982,Default Transition,Default Inference,,Arguing
4266,688990,688991,688987,Default Transition,Default Conflict,,Disagreeing
4267,689001,689003,689002,Default Transition,Default Rephrase,,Default Illocuting
4268,689005,689006,689004,Default Transition,Default Conflict,,Challenging
4269,689016,689017,689015,Default Transition,Default Inference,,Arguing
4270,689024,689025,689023,Default Transition,Default Inference,,Arguing
4271,689035,689037,689036,Default Transition,Default Inference,,Arguing
4272,689052,689053,689051,Default Transition,Default Rephrase,,Default Illocuting
4273,689084,689085,689083,Default Transition,Default Inference,,Arguing
4274,689199,689200,689196,Default Transition,Default Inference,,Arguing
4275,689201,689202,689197,Default Transition,Default Inference,,Arguing
4276,689204,689205,689198,Default Transition,Default Inference,,Arguing
4277,689061,689063,689062,Default Transition,Default Rephrase,,Restating
4278,689076,689096,689095,Default Transition,Default Rephrase,,Restating
4279,689109,689110,689108,Default Transition,Default Rephrase,,Restating
4280,689142,689144,689143,Default Transition,Default Rephrase,,Restating
4281,689147,689148,689146,Default Transition,Default Rephrase,,Restating
4282,689162,689164,689163,Default Transition,Default Inference,,Arguing
4283,689165,689167,689166,Default Transition,Default Inference,,Arguing
4284,689169,689170,689168,Default Transition,Default Inference,,Arguing
4285,689179,689181,689180,Default Transition,Default Rephrase,,Restating
4286,689216,689217,689215,Default Transition,Default Rephrase,,Restating
4287,689228,689236,689235,Default Transition,Default Rephrase,,Restating
4288,689252,689253,689251,Default Transition,Default Inference,,Arguing
4289,689209,689255,689254,Default Transition,Default Inference,,Arguing
4290,689349,689350,689346,Default Transition,Default Inference,,Arguing
4291,689364,689366,689365,Default Transition,Default Inference,,Arguing
4292,689311,689313,689312,Default Transition,Default Inference,,Arguing
4293,689395,689397,689396,Default Transition,Default Conflict,,Disagreeing
4294,689342,689400,689398,Default Transition,Default Rephrase,,Restating
4295,689402,689404,689403,Default Transition,Default Rephrase,,Restating
4296,689401,689406,689405,Default Transition,Default Conflict,,Disagreeing
4297,689407,689409,689408,Default Transition,Default Rephrase,,Restating
4298,689410,689413,689412,Default Transition,Default Inference,,Arguing
4299,689377,689381,689378,Default Transition,Default Inference,,Arguing
4300,689415,689417,689416,Default Transition,Default Conflict,,Disagreeing
4301,689422,689424,689423,Default Transition,Default Rephrase,,Restating
4302,689446,689449,689447,Default Transition,Default Rephrase,,Restating
4303,689472,689474,689473,Default Transition,Default Inference,,Arguing
4304,689475,689477,689476,Default Transition,Default Rephrase,,Restating
4305,689479,689481,689478,Default Transition,Default Conflict,,Disagreeing
4306,689484,689485,689483,Default Transition,Default Rephrase,,Restating
4307,689441,689442,689440,Default Transition,Default Inference,,Arguing
4308,689498,689499,689496,Default Transition,Default Inference,,Arguing
4309,689521,689523,689522,Default Transition,Default Rephrase,,Restating
4310,689528,689539,689538,Default Transition,Default Inference,,Restating
4311,689533,689541,689540,Default Transition,Default Rephrase,,Default Illocuting
4312,689491,689518,689517,Default Transition,Default Inference,,Arguing
4313,689574,689576,689575,Default Transition,Default Inference,,Arguing
4314,689603,689605,689604,Default Transition,Default Rephrase,,Restating
4315,689607,689609,689608,Default Transition,Default Inference,,Arguing
4316,689719,689721,689720,Default Transition,Default Inference,,Arguing
4317,689737,689739,689738,Default Transition,Default Rephrase,,Restating
4318,689745,689746,689744,Default Transition,Default Rephrase,,Restating
4319,689757,689759,689758,Default Transition,Default Rephrase,,Restating
4320,689752,689761,689760,Default Transition,Default Inference,,Arguing
4321,689766,689768,689767,Default Transition,Default Inference,,Arguing
4322,689770,689771,689769,Default Transition,Default Rephrase,,Restating
4323,689789,689790,689788,Default Transition,Default Inference,,Arguing
4324,689794,689796,689795,Default Transition,Default Conflict,,Disagreeing
4325,689805,689806,689797,Default Transition,Default Inference,,Arguing
4326,689809,689811,689810,Default Transition,Default Inference,,Arguing
4327,689813,689814,689812,Default Transition,Default Rephrase,,Restating
4328,689838,689840,689839,Default Transition,Default Inference,,Arguing
4329,689851,689853,689852,Default Transition,Default Rephrase,,Restating
4330,689871,689873,689872,Default Transition,Default Inference,,Arguing
4331,689823,689875,689874,Default Transition,Default Inference,,Arguing
4332,689894,689896,689895,Default Transition,Default Inference,,Arguing
4333,689903,689905,689904,Default Transition,Default Rephrase,,Restating
4334,689957,689959,689958,Default Transition,Default Inference,,Arguing
4335,689994,689996,689995,Default Transition,Default Inference,,Arguing
4336,689997,689999,689998,Default Transition,Default Rephrase,,Restating
4337,689970,690001,690000,Default Transition,Default Rephrase,,Restating
4338,689918,689920,689919,Default Transition,Default Rephrase,,Restating
4339,689931,689932,689930,Default Transition,Default Rephrase,,Restating
4340,689964,689966,689965,Default Transition,Default Inference,,Arguing
4341,689978,689980,689979,Default Transition,Default Rephrase,,Restating
4342,689989,689991,689990,Default Transition,Default Rephrase,,Restating
4343,690007,690009,690008,Default Transition,Default Rephrase,,Restating
4344,690014,690016,690015,Default Transition,Default Inference,,Arguing
4345,690022,690023,690021,Default Transition,Default Rephrase,,Default Illocuting
4346,690050,690053,690052,Default Transition,Default Rephrase,,Restating
4347,690051,690061,690060,Default Transition,Default Conflict,,Disagreeing
4348,690084,690088,690087,Default Transition,Default Rephrase,,Restating
4349,690085,690090,690089,Default Transition,Default Rephrase,,Restating
4350,690086,690092,690091,Default Transition,Default Rephrase,,Restating
4351,690071,690094,690093,Default Transition,Default Rephrase,,Restating
4352,690066,690096,690095,Default Transition,Default Conflict,,Disagreeing
4353,690122,690123,690121,Default Transition,Default Inference,,Arguing
4354,690128,690130,690129,Default Transition,Default Rephrase,,Restating
4355,690131,690133,690132,Default Transition,Default Conflict,,Disagreeing
4356,690136,690137,690135,Default Transition,Default Rephrase,,Restating
4357,690167,690169,690168,Default Transition,Default Inference,,Arguing
4358,690147,690171,690170,Default Transition,Default Conflict,,Disagreeing
4359,690193,690195,690194,Default Transition,Default Inference,,Arguing
4360,690197,690198,690196,Default Transition,Default Rephrase,,Restating
4361,690239,690240,690238,Default Transition,Default Rephrase,,Restating
4362,690242,690243,690241,Default Transition,Default Inference,,Arguing
4363,690235,690247,690246,Default Transition,Default Conflict,,Disagreeing
4364,690346,690347,690345,Default Transition,Default Conflict,,Disagreeing
4365,690389,690390,690388,Default Transition,Default Inference,,Arguing
4366,690395,690396,690394,Default Transition,Default Conflict,,Disagreeing
4367,690458,690460,690459,Default Transition,Default Rephrase,,Default Illocuting
4368,690465,690467,690466,Default Transition,Default Rephrase,,Restating
4369,690478,690480,690479,Default Transition,Default Inference,,Arguing
4370,690483,690485,690484,Default Transition,Default Conflict,,Disagreeing
4371,690496,690498,690497,Default Transition,Default Rephrase,,Restating
4372,690502,690503,690501,Default Transition,Default Rephrase,,Restating
4373,690507,690509,690508,Default Transition,Default Inference,,Arguing
4374,690512,690513,690511,Default Transition,Default Conflict,,Disagreeing
4375,690515,690517,690516,Default Transition,Default Rephrase,,Restating
4376,690522,690524,690523,Default Transition,Default Conflict,,Disagreeing
4377,690613,690614,690612,Default Transition,Default Rephrase,,Restating
4378,690628,690629,690627,Default Transition,Default Rephrase,,Restating
4379,690655,690656,690654,Default Transition,Default Rephrase,,Restating
4380,690668,690669,690667,Default Transition,Default Inference,,Arguing
4381,690675,690676,690674,Default Transition,Default Rephrase,,Restating
4382,690687,690689,690688,Default Transition,Default Conflict,,Disagreeing
4383,690695,690696,690694,Default Transition,Default Rephrase,,Restating
4384,690722,690723,690721,Default Transition,Default Rephrase,,Restating
4385,690725,690726,690724,Default Transition,Default Inference,,Arguing
4386,690731,690733,690732,Default Transition,Default Rephrase,,Restating
4387,690719,690743,690742,Default Transition,Default Rephrase,,Restating
4388,690720,690744,690741,Default Transition,Default Rephrase,,Restating
4389,690745,690746,690739,Default Transition,Default Rephrase,,Restating
4390,690747,690748,690740,Default Transition,Default Rephrase,,Restating
4391,690768,690803,690802,Default Transition,Default Rephrase,,Restating
4392,690799,690804,690801,Default Transition,Default Conflict,,Disagreeing
4393,690786,690806,690805,Default Transition,Default Rephrase,,Restating
4394,690874,690876,690875,Default Transition,Default Rephrase,,Restating
4395,690917,690919,690918,Default Transition,Default Rephrase,,Default Illocuting
4396,690916,690920,690914,Default Transition,Default Inference,,Arguing
4397,690921,690923,690922,Default Transition,Default Conflict,,Disagreeing
