from,mid,last,L,I,predict,real
551000,551002,551004,Robert Buckland : there didn’t seem to be that sense of order,in Bristol there didn’t seem to be that sense of order,,Asserting
551020,551022,551024,"Fiona Bruce : You’re Justice Secretary, do you want to see those people prosecuted","As Justice Secretary, Robert Buckland does or does not want to see those people prosecuted",,Asserting
551027,551029,551032,Robert Buckland : an investigation is ongoing,an investigation is ongoing,,Asserting
551037,551039,551040,"Robert Buckland : we’ve got to let the police do their job, independently","we’ve got to let the police do their job, independently",,Asserting
551042,551043,551044,Robert Buckland : let the prosecuting authorities follow the evidence wherever it leads,we've got to let the prosecuting authorities follow the evidence wherever it leads,,Asserting
551052,551053,551054,"Robert Buckland : if we stand for something together and collectively in this great country, it’s got to be the rule of law",we have to collectively stand for the rule of law,,Asserting
551057,551058,551059,Robert Buckland : those values of freedom that attracted so many people here in the first place,we have to stand for those values of freedom that attracted so many people here in the first place,,Asserting
551064,551065,551066,"Robert Buckland : make this country, whilst it is imperfect, and whilst there is a huge amount for us to do, a good place to live",we have to make this country a good place to live,,Asserting
551071,551072,551073,"Robert Buckland : whilst it is imperfect, and whilst there is a huge amount for us to do","the UK is imperfect, and there is a huge amount for us to do",,Asserting
551076,551077,551078,Robert Buckland : we have that underpinning of the rule of law and democracy,we have that underpinning of the rule of law and democracy,,Asserting
551085,551086,551087,Robert Buckland : Let’s celebrate that,let’s celebrate the rule of law,,Asserting
551090,551091,551092,Robert Buckland : let’s be honest and confront the past as well,let’s be honest and confront the past as well,,Asserting
551097,551098,551099,Bernardine Evaristo : I totally disagree with you actually,Bernardine Evaristo totally disagrees with Robert Buckland actually,,Asserting
551101,551102,551103,Bernardine Evaristo : I absolutely relish that statue being toppled in Bristol,Bernardine Evaristo absolutely relishes that statue being toppled in Bristol,,Asserting
551108,551109,551110,Bernardine Evaristo : They had tried for decades to either get the statue removed,the people who teared down the statue had tried for decades to either get the statue removed,,Asserting
551112,551113,551114,"Bernardine Evaristo :  to get a plaque put on the statue, to provide the context for Colston’s history as a slave trader","the people who teared down the statue tried to get a plaque put on the statue, to provide the context for Colston’s history as a slave trader",,Asserting
551120,551121,551122,"Bernardine Evaristo : everybody now knows that he was culpable in terms of some 80,000 Africans being enslaves in the New World","everybody now knows that Colston was culpable in terms of some 80,000 Africans being enslaved in the New World",,Asserting
551125,551126,551127,"Bernardine Evaristo : 20,000 of those Africans were also lost at sea","20,000 of those Africans enslaved in the New World were also lost at sea",,Asserting
